date,month,commodity,market,mandi_avg,observed_price,transport_issue,weather_impact,is_anomaly,commodity_id,market_id
2021-08-01,8,Potato,Rohini,25.34,26.16,0,0,0,2,6
2025-08-03,8,Onion,Rohini,36.53,37.75,0,0,0,1,6
2024-10-17,10,Milk,INA Market,69.64,72.42,0,0,0,0,3
2025-07-18,7,Milk,Azadpur,59.71,62.29,0,0,0,0,0
2022-01-10,1,Sugar,Rohini,47.81,101.83,1,0,1,3,6
2025-01-27,1,Potato,Rohini,23.5,50.55,0,0,1,2,6
2024-08-07,8,Milk,Daryaganj,68.94,70.87,1,0,0,0,1
2024-09-23,9,Potato,Rohini,26.03,28.53,0,0,0,2,6
2021-06-30,6,Sugar,Azadpur,41.07,46.07,0,0,0,3,0
2021-05-08,5,Onion,Ghazipur,37.06,41.68,0,0,0,1,2
2025-01-30,1,Tomato,Azadpur,36.01,40.02,0,0,0,4,0
2023-03-12,3,Sugar,INA Market,43.83,49.14,1,0,0,3,3
2024-11-12,11,Milk,Keshopur,59.61,60.01,0,0,0,0,4
2025-03-11,3,Sugar,Azadpur,46.56,49.23,0,0,0,3,0
2022-09-16,9,Onion,Azadpur,35.46,39.46,0,0,0,1,0
2024-08-30,8,Tomato,Azadpur,105.93,114.95,0,0,0,4,0
2025-07-20,7,Onion,Keshopur,34.08,37.82,0,0,0,1,4
2023-06-28,6,Potato,Ghazipur,24.67,30.96,1,0,0,2,2
2022-09-08,9,Potato,Azadpur,22.95,24.38,0,0,0,2,0
2021-05-31,5,Milk,Keshopur,72.18,81.18,0,0,0,0,4
2023-05-19,5,Onion,Keshopur,38.43,43.08,0,0,0,1,4
2023-12-20,12,Sugar,Okhla,43.74,49.2,0,0,0,3,5
2025-02-19,2,Sugar,Rohini,44.82,45.74,0,0,0,3,6
2023-06-22,6,Onion,Okhla,32.81,34.25,0,0,0,1,5
2025-02-01,2,Tomato,Keshopur,42.93,125.39,0,0,1,4,4
2024-08-12,8,Tomato,Okhla,91.31,100.0,0,0,0,4,5
2021-02-13,2,Potato,Rohini,26.22,34.85,1,0,0,2,6
2025-12-27,12,Milk,INA Market,70.97,74.73,0,0,0,0,3
2022-05-01,5,Onion,Ghazipur,32.29,32.4,0,0,0,1,2
2022-10-23,10,Tomato,Azadpur,41.6,112.95,0,0,1,4,0
2024-02-06,2,Tomato,Keshopur,42.31,47.75,0,0,0,4,4
2024-05-26,5,Onion,Daryaganj,32.7,34.68,0,0,0,1,1
2021-08-27,8,Milk,INA Market,66.37,90.04,1,0,0,0,3
2021-08-25,8,Potato,Azadpur,26.61,32.84,1,0,0,2,0
2022-06-06,6,Tomato,INA Market,40.74,86.38,0,1,1,4,3
2022-08-02,8,Tomato,INA Market,90.34,95.14,0,0,0,4,3
2021-05-28,5,Sugar,Ghazipur,43.89,49.35,0,0,0,3,2
2021-08-03,8,Onion,Ghazipur,36.51,41.19,0,0,0,1,2
2021-12-28,12,Onion,Okhla,35.95,41.15,0,0,0,1,5
2021-02-27,2,Sugar,Rohini,46.49,99.47,1,0,1,3,6
2022-12-23,12,Potato,INA Market,24.51,30.4,1,0,0,2,3
2024-08-29,8,Tomato,INA Market,99.12,113.61,0,0,0,4,3
2025-07-14,7,Milk,INA Market,60.09,63.2,0,0,0,0,3
2022-07-19,7,Onion,Okhla,35.72,92.15,0,0,1,1,5
2022-11-27,11,Potato,Rohini,22.72,24.45,0,0,0,2,6
2024-09-27,9,Onion,Daryaganj,38.35,40.53,0,0,0,1,1
2023-07-13,7,Potato,Azadpur,23.47,42.09,0,0,1,2,0
2022-05-08,5,Tomato,Azadpur,37.75,90.73,0,0,1,4,0
2024-11-01,11,Milk,INA Market,68.7,164.51,0,0,1,0,3
2022-04-01,4,Potato,INA Market,24.62,26.43,0,0,0,2,3
2023-02-10,2,Onion,Ghazipur,33.24,64.45,0,1,1,1,2
2021-11-24,11,Potato,Ghazipur,25.91,26.07,0,0,0,2,2
2025-08-17,8,Onion,INA Market,37.27,41.08,0,0,0,1,3
2021-12-24,12,Milk,Rohini,61.86,69.09,0,0,0,0,6
2021-03-28,3,Milk,Keshopur,71.32,80.51,0,0,0,0,4
2024-04-15,4,Milk,Rohini,66.2,75.24,0,0,0,0,6
2021-06-15,6,Potato,INA Market,26.23,27.11,0,0,0,2,3
2021-04-27,4,Milk,INA Market,70.3,79.4,1,0,0,0,3
2025-02-20,2,Sugar,Rohini,48.06,53.3,1,0,0,3,6
2023-10-15,10,Potato,Keshopur,27.02,30.98,0,0,0,2,4
2023-02-25,2,Potato,Keshopur,22.56,23.01,0,0,0,2,4
2025-11-13,11,Sugar,Rohini,43.29,49.43,0,0,0,3,6
2024-07-10,7,Tomato,Ghazipur,92.86,110.4,1,0,0,4,2
2021-04-10,4,Potato,Okhla,24.39,25.06,0,0,0,2,5
2021-11-02,11,Milk,Rohini,72.17,77.96,1,1,0,0,6
2025-02-15,2,Onion,Keshopur,37.17,40.23,0,0,0,1,4
2024-12-18,12,Tomato,INA Market,41.75,45.31,0,0,0,4,3
2023-07-27,7,Tomato,Okhla,96.91,99.96,0,0,0,4,5
2021-07-11,7,Onion,Ghazipur,34.95,58.03,0,0,1,1,2
2023-09-09,9,Potato,Daryaganj,25.61,25.94,0,0,0,2,1
2024-06-15,6,Onion,Azadpur,32.4,37.18,0,1,0,1,0
2022-01-11,1,Milk,INA Market,67.07,70.53,0,0,0,0,3
2025-01-22,1,Onion,Ghazipur,35.59,36.72,0,0,0,1,2
2021-06-08,6,Tomato,Azadpur,37.8,67.49,0,0,1,4,0
2025-04-07,4,Onion,Rohini,33.04,66.74,0,0,1,1,6
2023-12-01,12,Sugar,Daryaganj,45.35,46.47,0,0,0,3,1
2023-04-19,4,Sugar,INA Market,42.2,43.13,0,0,0,3,3
2025-04-06,4,Onion,Ghazipur,37.44,41.48,0,0,0,1,2
2024-01-21,1,Sugar,Okhla,45.45,51.17,0,0,0,3,5
2022-04-05,4,Onion,Rohini,31.56,31.66,0,0,0,1,6
2025-12-19,12,Sugar,INA Market,46.58,48.91,0,0,0,3,3
2025-04-17,4,Onion,Ghazipur,35.32,36.14,0,0,0,1,2
2022-09-27,9,Tomato,Rohini,90.65,96.01,0,0,0,4,6
2021-06-13,6,Sugar,Okhla,47.86,49.58,0,0,0,3,5
2025-04-03,4,Onion,Rohini,33.44,34.04,1,0,0,1,6
2023-03-01,3,Sugar,INA Market,45.13,118.9,1,0,1,3,3
2024-08-15,8,Tomato,Okhla,103.57,116.47,0,0,0,4,5
2024-02-13,2,Tomato,INA Market,38.75,40.64,0,0,0,4,3
2025-10-08,10,Sugar,Azadpur,44.63,49.59,0,0,0,3,0
2021-09-20,9,Tomato,Keshopur,96.34,110.75,0,0,0,4,4
2022-01-15,1,Tomato,Azadpur,41.36,43.63,0,0,0,4,0
2024-03-19,3,Potato,Daryaganj,26.61,29.55,0,0,0,2,1
2022-10-09,10,Sugar,Keshopur,45.23,48.74,0,0,0,3,4
2022-05-15,5,Milk,Daryaganj,71.11,81.41,0,0,0,0,1
2021-11-07,11,Tomato,INA Market,41.26,45.68,0,0,0,4,3
2021-12-13,12,Tomato,Azadpur,43.16,55.69,1,0,0,4,0
2023-03-03,3,Milk,Daryaganj,64.5,70.81,0,0,0,0,1
2022-11-15,11,Sugar,Ghazipur,47.99,49.06,0,0,0,3,2
2025-06-25,6,Onion,Daryaganj,35.28,42.03,1,0,0,1,1
2023-12-19,12,Onion,Ghazipur,36.11,98.01,0,0,1,1,2
2025-07-21,7,Tomato,Rohini,105.36,114.47,0,1,0,4,6
2021-08-15,8,Tomato,Azadpur,103.82,123.92,0,1,0,4,0
2024-07-30,7,Milk,Ghazipur,69.8,150.86,0,0,1,0,2
2022-06-15,6,Tomato,INA Market,42.06,85.23,0,0,1,4,3
2021-02-04,2,Sugar,Okhla,43.57,47.54,0,0,0,3,5
2021-04-02,4,Potato,Azadpur,24.04,27.1,0,0,0,2,0
2022-02-07,2,Potato,INA Market,23.36,26.1,0,0,0,2,3
2022-07-26,7,Onion,Ghazipur,34.51,36.87,0,0,0,1,2
2022-12-18,12,Onion,Keshopur,37.27,39.57,0,0,0,1,4
2024-04-13,4,Potato,Daryaganj,25.85,32.48,1,0,0,2,1
2023-09-06,9,Sugar,Ghazipur,41.23,44.14,0,0,0,3,2
2024-10-31,10,Potato,Ghazipur,26.45,27.91,0,0,0,2,2
2021-04-23,4,Milk,Daryaganj,65.76,70.53,0,0,0,0,1
2023-07-17,7,Potato,Ghazipur,23.6,24.1,0,0,0,2,2
2024-01-13,1,Milk,Ghazipur,60.96,82.96,0,1,0,0,2
2023-09-25,9,Tomato,Rohini,102.68,116.74,0,0,0,4,6
2024-02-08,2,Potato,Ghazipur,23.36,25.1,0,0,0,2,2
2022-04-17,4,Sugar,Okhla,40.1,40.78,0,0,0,3,5
2025-01-17,1,Onion,Ghazipur,36.07,37.69,0,0,0,1,2
2021-04-12,4,Tomato,INA Market,39.53,40.01,0,0,0,4,3
2021-03-26,3,Sugar,Ghazipur,44.45,46.56,0,0,0,3,2
2024-09-27,9,Milk,Okhla,62.14,64.23,0,0,0,0,5
2025-10-07,10,Onion,Okhla,64.37,67.08,0,0,0,1,5
2024-12-22,12,Onion,Keshopur,35.04,37.4,0,0,0,1,4
2024-08-21,8,Tomato,Azadpur,109.59,123.96,0,0,0,4,0
2021-07-08,7,Tomato,Rohini,108.9,125.21,0,0,0,4,6
2023-10-09,10,Onion,Azadpur,68.1,76.44,0,0,0,1,0
2024-06-05,6,Milk,Rohini,66.33,79.06,1,0,0,0,6
2024-02-11,2,Potato,Rohini,23.23,29.4,0,1,0,2,6
2023-10-31,10,Potato,Okhla,25.97,26.7,0,0,0,2,5
2023-04-04,4,Milk,Rohini,68.34,74.39,0,0,0,0,6
2023-07-31,7,Milk,Azadpur,68.85,70.1,0,0,0,0,0
2025-05-26,5,Onion,INA Market,37.29,42.05,0,0,0,1,3
2024-01-09,1,Tomato,Ghazipur,36.35,49.78,1,0,0,4,2
2024-11-10,11,Potato,Daryaganj,24.28,27.63,0,0,0,2,1
2023-02-02,2,Onion,Azadpur,38.49,42.99,0,0,0,1,0
2024-07-28,7,Tomato,INA Market,106.85,116.65,0,0,0,4,3
2023-01-27,1,Sugar,Azadpur,40.11,41.07,0,0,0,3,0
2021-01-23,1,Milk,Okhla,60.42,68.44,0,0,0,0,5
2022-05-30,5,Tomato,INA Market,40.71,44.36,0,0,0,4,3
2025-03-27,3,Tomato,Keshopur,37.25,37.51,0,0,0,4,4
2022-10-23,10,Milk,Rohini,70.73,73.28,0,0,0,0,6
2021-02-22,2,Milk,Ghazipur,71.23,80.66,0,0,0,0,2
2025-07-25,7,Milk,Okhla,63.84,75.03,0,1,0,0,5
2023-01-16,1,Sugar,INA Market,42.01,46.16,0,1,0,3,3
2025-05-01,5,Onion,Keshopur,38.24,42.29,0,0,0,1,4
2023-09-14,9,Milk,Daryaganj,72.51,81.24,0,0,0,0,1
2021-11-28,11,Onion,Daryaganj,65.92,67.91,0,0,0,1,1
2023-12-09,12,Milk,Okhla,66.67,72.14,0,0,0,0,5
2024-10-13,10,Potato,Rohini,25.58,28.62,0,0,0,2,6
2023-07-01,7,Milk,INA Market,66.14,70.6,1,0,0,0,3
2021-05-05,5,Onion,Okhla,34.3,38.78,0,0,0,1,5
2025-05-12,5,Onion,Okhla,38.47,38.65,0,0,0,1,5
2021-02-28,2,Onion,Ghazipur,31.73,34.12,0,0,0,1,2
2023-05-20,5,Milk,Daryaganj,71.43,209.74,0,0,1,0,1
2022-04-29,4,Tomato,Ghazipur,36.47,69.72,0,1,1,4,2
2023-01-01,1,Sugar,Azadpur,43.69,48.53,0,0,0,3,0
2024-03-06,3,Potato,Okhla,24.54,27.03,0,0,0,2,5
2021-04-06,4,Milk,Keshopur,67.04,70.07,0,0,0,0,4
2024-01-08,1,Sugar,Daryaganj,44.07,50.04,0,0,0,3,1
2021-08-19,8,Sugar,Keshopur,45.95,46.03,0,0,0,3,4
2024-07-12,7,Tomato,Keshopur,109.32,111.36,0,0,0,4,4
2023-10-22,10,Tomato,INA Market,41.27,46.68,0,0,0,4,3
2025-02-09,2,Tomato,Daryaganj,40.94,44.97,0,0,0,4,1
2022-01-15,1,Milk,Okhla,61.37,102.49,0,0,1,0,5
2024-03-25,3,Potato,Ghazipur,24.88,43.98,0,0,1,2,2
2025-09-08,9,Milk,INA Market,65.33,68.63,0,0,0,0,3
2021-02-12,2,Milk,INA Market,71.46,73.1,0,0,0,0,3
2025-04-29,4,Sugar,INA Market,42.64,44.94,0,0,0,3,3
2024-05-25,5,Tomato,INA Market,37.19,42.02,0,0,0,4,3
2024-01-12,1,Potato,Daryaganj,24.21,24.6,0,0,0,2,1
2024-10-05,10,Sugar,Daryaganj,45.19,51.39,0,0,0,3,1
2022-06-04,6,Onion,Keshopur,32.0,36.54,0,0,0,1,4
2022-06-07,6,Tomato,Okhla,42.79,46.53,0,0,0,4,5
2023-09-11,9,Sugar,Azadpur,46.85,52.57,0,0,0,3,0
2021-02-11,2,Milk,Daryaganj,67.51,72.58,0,0,0,0,1
2021-12-03,12,Potato,Daryaganj,23.64,26.68,0,0,0,2,1
2024-08-27,8,Tomato,Ghazipur,101.95,245.26,0,0,1,4,2
2025-12-22,12,Potato,Daryaganj,26.91,34.51,1,0,0,2,1
2021-05-31,5,Milk,Daryaganj,67.48,72.41,0,0,0,0,1
2023-09-29,9,Tomato,INA Market,95.5,100.31,0,0,0,4,3
2021-08-04,8,Onion,Azadpur,33.66,34.62,0,0,0,1,0
2023-06-07,6,Onion,INA Market,37.83,51.8,1,0,0,1,3
2021-03-04,3,Onion,Daryaganj,36.71,40.58,0,0,0,1,1
2024-12-03,12,Onion,Rohini,34.17,34.78,0,0,0,1,6
2021-04-23,4,Potato,Ghazipur,24.35,31.91,1,0,0,2,2
2024-09-15,9,Tomato,Ghazipur,91.82,95.35,0,0,0,4,2
2023-12-27,12,Milk,INA Market,63.16,72.41,0,0,0,0,3
2024-11-12,11,Milk,Rohini,72.06,77.12,0,0,0,0,6
2022-08-27,8,Potato,Rohini,23.31,30.94,1,1,0,2,6
2023-07-04,7,Tomato,Rohini,98.93,165.01,0,0,1,4,6
2022-08-01,8,Tomato,INA Market,109.82,124.65,0,1,0,4,3
2021-04-27,4,Tomato,INA Market,42.45,102.71,0,0,1,4,3
2025-06-12,6,Tomato,Keshopur,40.45,44.7,0,0,0,4,4
2023-02-13,2,Sugar,Ghazipur,41.93,45.4,0,0,0,3,2
2024-11-20,11,Tomato,Ghazipur,41.1,42.93,0,0,0,4,2
2023-02-08,2,Tomato,INA Market,40.5,42.65,0,0,0,4,3
2024-07-19,7,Potato,INA Market,24.23,25.25,0,0,0,2,3
2025-12-29,12,Tomato,INA Market,43.16,66.5,1,0,1,4,3
2022-06-09,6,Onion,Okhla,37.33,38.92,0,0,0,1,5
2022-08-16,8,Onion,Daryaganj,33.2,35.93,0,0,0,1,1
2021-03-19,3,Potato,Ghazipur,26.26,29.66,0,0,0,2,2
2022-08-16,8,Milk,Azadpur,66.56,72.97,0,0,0,0,0
2022-10-01,10,Potato,INA Market,24.68,26.14,0,0,0,2,3
2024-08-29,8,Onion,Ghazipur,34.76,36.57,0,0,0,1,2
2025-06-02,6,Tomato,INA Market,42.68,46.24,0,0,0,4,3
2023-07-23,7,Tomato,INA Market,96.15,102.54,0,1,0,4,3
2022-02-07,2,Potato,Okhla,24.68,65.93,0,0,1,2,5
2022-01-22,1,Sugar,Azadpur,44.59,47.65,0,0,0,3,0
2024-06-28,6,Sugar,Azadpur,43.64,48.43,0,0,0,3,0
2024-10-01,10,Sugar,Daryaganj,47.51,114.6,0,0,1,3,1
2022-07-02,7,Tomato,Okhla,105.54,112.57,0,0,0,4,5
2022-06-28,6,Tomato,Daryaganj,38.07,46.72,1,0,0,4,1
2025-06-10,6,Milk,INA Market,71.15,76.11,0,0,0,0,3
2025-03-03,3,Tomato,Okhla,38.81,72.47,0,0,1,4,5
2025-02-28,2,Onion,Okhla,32.72,32.84,0,0,0,1,5
2022-01-31,1,Potato,Azadpur,24.76,62.58,0,0,1,2,0
2024-12-28,12,Milk,Azadpur,69.79,146.85,0,0,1,0,0
2022-06-06,6,Potato,Ghazipur,25.06,53.32,0,0,1,2,2
2024-10-24,10,Potato,Ghazipur,25.61,26.15,0,0,0,2,2
2025-01-18,1,Onion,Ghazipur,35.47,39.35,0,0,0,1,2
2024-05-09,5,Potato,Keshopur,22.76,24.28,0,0,0,2,4
2024-07-20,7,Sugar,Okhla,42.32,42.68,0,0,0,3,5
2023-03-12,3,Tomato,Rohini,43.61,46.2,0,0,0,4,6
2023-07-15,7,Milk,Rohini,68.69,71.28,0,0,0,0,6
2023-01-27,1,Tomato,Azadpur,41.42,47.04,0,0,0,4,0
2023-05-16,5,Milk,Ghazipur,62.5,71.38,0,0,0,0,2
2022-01-09,1,Potato,Rohini,26.49,65.86,0,0,1,2,6
2021-08-29,8,Milk,Rohini,66.02,66.7,0,0,0,0,6
2022-02-14,2,Potato,Keshopur,27.47,29.98,0,0,0,2,4
2022-10-25,10,Potato,Ghazipur,22.92,24.75,0,0,0,2,2
2025-04-26,4,Onion,Rohini,36.63,38.14,0,0,0,1,6
2022-01-22,1,Potato,Daryaganj,26.41,30.11,0,0,0,2,1
2024-11-25,11,Sugar,Ghazipur,45.31,51.43,0,0,0,3,2
2021-10-21,10,Potato,Ghazipur,25.44,74.6,0,0,1,2,2
2021-04-20,4,Tomato,INA Market,36.93,41.25,0,0,0,4,3
2024-08-13,8,Onion,Rohini,31.91,35.46,0,0,0,1,6
2025-01-02,1,Onion,Azadpur,35.11,37.41,0,0,0,1,0
2021-08-04,8,Sugar,Keshopur,43.18,48.07,0,0,0,3,4
2025-03-10,3,Milk,Okhla,59.95,94.08,0,0,1,0,5
2023-08-18,8,Onion,Rohini,37.91,42.02,0,0,0,1,6
2025-06-10,6,Onion,Keshopur,32.33,87.56,0,0,1,1,4
2022-11-09,11,Milk,Ghazipur,72.11,75.04,0,0,0,0,2
2024-09-10,9,Sugar,Ghazipur,43.26,43.94,0,0,0,3,2
2021-05-03,5,Tomato,Okhla,38.13,79.82,1,0,1,4,5
2024-12-31,12,Potato,Rohini,24.24,25.14,0,0,0,2,6
2025-11-08,11,Tomato,Daryaganj,43.6,48.57,0,0,0,4,1
2021-03-23,3,Onion,Okhla,34.07,36.47,0,0,0,1,5
2023-12-25,12,Sugar,Azadpur,39.63,113.54,0,1,1,3,0
2024-12-23,12,Sugar,Okhla,45.0,45.11,0,0,0,3,5
2022-10-18,10,Sugar,Rohini,45.71,51.19,0,0,0,3,6
2021-10-13,10,Milk,Daryaganj,61.83,85.65,0,1,0,0,1
2024-08-05,8,Tomato,Ghazipur,108.7,115.81,0,0,0,4,2
2022-04-26,4,Potato,Keshopur,24.17,27.48,0,0,0,2,4
2021-11-29,11,Sugar,Keshopur,42.46,43.05,0,0,0,3,4
